,Survived,Sex,Pclass_1,Pclass_2,Pclass_3,Embarked_0.0,Embarked_1.0,Embarked_2.0,Cabin_Letter_0,Cabin_Letter_1,Cabin_Letter_2,Cabin_Letter_3,Cabin_Letter_4,Cabin_Letter_5,Cabin_Letter_6,Cabin_Letter_7,Age,SibSp,Parch,Fare
185,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.32332894558369557
186,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593
187,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.13004054528804052
188,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.8117918316979774,0.481287771858981,0.7107630931786129,-0.3436752094301593
189,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
190,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
191,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
192,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,0.481287771858981,-0.444999501816175,-0.4914949302534906
193,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-1.9702068044299694,0.481287771858981,0.7107630931786129,-0.14067394486072518
194,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.1125484410091069,-0.47908676070718687,-0.444999501816175,-0.1074049376158602
195,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,2.1651965735980596,-0.47908676070718687,-0.444999501816175,2.1894093700840225
196,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
197,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,0.7107630931786129,-0.48086153068080595
198,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
199,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
200,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.45967593204126445
201,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132
202,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.36065691773128333,-0.47908676070718687,-0.444999501816175,-0.5177574938526448
203,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.2253321695007804,-0.47908676070718687,-0.444999501816175,-0.5036595393646418
204,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
205,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-2.0453959567577518,-0.47908676070718687,0.7107630931786129,-0.4410674827890663
206,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.21027861307571863,0.481287771858981,-0.444999501816175,-0.3369085006111781
207,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.28011648016615787
208,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
209,1.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.04400667601813753
210,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.5070428937741324
211,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.23734121370331285
212,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
213,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
214,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.49350947613617013
215,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.13508946074793626,0.481287771858981,-0.444999501816175,1.5466532327866422
216,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.4901261217266795
217,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,0.481287771858981,-0.444999501816175,-0.12134049109220765
218,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0.21027861307571863,-0.47908676070718687,-0.444999501816175,0.8316383120294281
219,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
220,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
221,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
222,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.6388725073035832,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
223,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
224,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6614135270424127,0.481287771858981,-0.444999501816175,1.0966670963243967
225,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.46257595010654207
226,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
227,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.6543966386937784,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
228,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
229,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.7446393474466224,2.4020368369913165,0.7107630931786129,-0.15098447575547558
230,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.43584607005906567,0.481287771858981,-0.444999501816175,0.9705163104848198
231,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4930261397919572
232,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2.240385725925842,-0.47908676070718687,-0.444999501816175,-0.38234211696719433
233,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.8198284997744048,3.3624113695574844,1.8665256881734007,-0.036514962682837
234,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
235,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4973761668898736
236,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.1125484410091069,0.481287771858981,-0.444999501816175,-0.14067394486072518
237,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1.5942610427910577,-0.47908676070718687,1.8665256881734007,-0.13584058141859578
238,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
239,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.4060255978336283
240,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3638941353812749
241,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593
242,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
243,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5055928847414936
244,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.5036595393646418
245,0.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1.1125484410091069,1.4416623044251486,-0.444999501816175,1.0966670963243967
246,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4930261397919572
247,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,1.8665256881734007,-0.3630086631986768
248,1.0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.5862243747146304,0.481287771858981,0.7107630931786129,0.37271045319924306
249,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.8644399642869303,0.481287771858981,-0.444999501816175,-0.14067394486072518
250,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
251,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,-0.015288843907628425,0.481287771858981,0.7107630931786129,-0.4410674827890663
252,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.465953182909189,-0.47908676070718687,-0.444999501816175,-0.13004054528804052
253,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,0.481287771858981,-0.444999501816175,-0.3320751371690487
254,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.8869809840257598,-0.47908676070718687,1.8665256881734007,-0.2525663085460204
255,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.015288843907628425,-0.47908676070718687,1.8665256881734007,-0.3485897733781164
256,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.8878657956244075
257,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,1.0290000081345854
258,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,9.261749159619391
259,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.563683354975801,-0.47908676070718687,0.7107630931786129,-0.14067394486072518
260,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
261,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.9702068044299694,3.3624113695574844,1.8665256881734007,-0.036514962682837
262,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1.7140616596313656,0.481287771858981,0.7107630931786129,0.8965658498202405
263,0.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.643343742842181
264,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
265,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.4403424782727469
266,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,3.3624113695574844,0.7107630931786129,0.12395270359585853
267,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.4930261397919572
268,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2.1651965735980596,-0.47908676070718687,0.7107630931786129,2.3236164061089406
269,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.43584607005906567,-0.47908676070718687,-0.444999501816175,1.9789163921792876
270,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.04400667601813753
271,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.643343742842181
272,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8869809840257598,-0.47908676070718687,0.7107630931786129,-0.2663413943560891
273,0.0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5862243747146304,-0.47908676070718687,0.7107630931786129,-0.06914016591721033
274,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
275,1.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2.5411423352369713,0.481287771858981,-0.444999501816175,0.8638594460800392
276,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
277,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.643343742842181
278,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1.66945019511884,3.3624113695574844,0.7107630931786129,-0.0802569018341079
279,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.43584607005906567,0.481287771858981,0.7107630931786129,-0.251841304029701
280,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2.691520639892536,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
281,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.4914949302534906
282,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,-0.47908676070718687,-0.444999501816175,-0.45967593204126445
283,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
284,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.14067394486072518
285,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0.285467765403501,-0.47908676070718687,-0.444999501816175,-0.47586769957239783
286,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.45967593204126445
287,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
288,1.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
289,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
290,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,0.8810990868054263
291,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.7671803671854519,0.481287771858981,-0.444999501816175,1.117531759631381
292,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.39442552557251775
293,0.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.4722426769908008
294,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
295,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.1074049376158602
296,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.42882918171043133,-0.47908676070718687,-0.444999501816175,-0.5035783388588141
297,0.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.0453959567577518,0.481287771858981,1.8665256881734007,2.286641175776651
298,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9245755601896509,-0.47908676070718687,-0.444999501816175,-0.05367340290239629
299,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.563683354975801,-0.47908676070718687,0.7107630931786129,4.142088200704293
300,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
301,1.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.4664237578743225,1.4416623044251486,-0.444999501816175,-0.1938409427241484
302,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.7671803671854519,-0.47908676070718687,-0.444999501816175,-0.643343742842181
303,1.0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4045755888009894
304,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
305,1.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-2.1266002412717566,0.481287771858981,1.8665256881734007,2.286641175776651
306,1.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,1.5004134114084793
307,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.9175586718410166,0.481287771858981,-0.444999501816175,1.462069372549378
308,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0.059900308420153925,0.481287771858981,-0.444999501816175,-0.17934085239776024
309,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.059900308420153925,-0.47908676070718687,-0.444999501816175,0.4572943134365073
310,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.9643934056763304
311,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.8423695195132342,1.4416623044251486,1.8665256881734007,4.4292711896726065
312,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,0.481287771858981,0.7107630931786129,-0.14067394486072518
313,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
314,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.0373592886813245,0.481287771858981,0.7107630931786129,-0.13584058141859578
315,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.24085630089097548,-0.47908676070718687,-0.444999501816175,-0.4914949302534906
316,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.39123460554654016,0.481287771858981,-0.444999501816175,-0.14067394486072518
317,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1.8644399642869303,-0.47908676070718687,-0.444999501816175,-0.37267539008293554
318,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.13508946074793626,-0.47908676070718687,1.8665256881734007,2.5440989795758684
319,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8117918316979774,0.481287771858981,0.7107630931786129,1.9570057890234267
320,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
321,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
322,1.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.4045755888009894
323,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.5416129102021049,0.481287771858981,0.7107630931786129,-0.08267358355517258
324,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.1055315526604725,7.203909499822155,1.8665256881734007,0.7012979667582132
325,1.0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.5110352223868481,-0.47908676070718687,-0.444999501816175,1.9789163921792876
326,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2.3907640305814066,-0.47908676070718687,-0.444999501816175,-0.5227513249610529
327,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
328,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.13508946074793626,0.481287771858981,0.7107630931786129,-0.2465246042433587
329,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.9927478241687989,-0.47908676070718687,0.7107630931786129,0.47759443989345063
330,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.4664237578743225,1.4416623044251486,-0.444999501816175,-0.1938409427241484
331,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1.2253321695007804,-0.47908676070718687,-0.444999501816175,-0.09234031043943136
332,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.6614135270424127,-0.47908676070718687,0.7107630931786129,2.3236164061089406
333,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.9927478241687989,1.4416623044251486,-0.444999501816175,-0.29534157500886543
334,1.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.16566714856319312,0.481287771858981,-0.444999501816175,1.940572353320187
335,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49069065857672023
336,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.015288843907628425,0.481287771858981,-0.444999501816175,0.6442642781410864
337,1.0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0.8869809840257598,-0.47908676070718687,-0.444999501816175,1.9570057890234267
338,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,-0.48770944000561484
339,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,-0.444999501816175,0.04299386594019136
340,1.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-2.0453959567577518,0.481287771858981,0.7107630931786129,-0.14067394486072518
341,1.0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.39123460554654016,2.4020368369913165,1.8665256881734007,4.44135459827793
342,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
343,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
344,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.5110352223868481,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
345,1.0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
346,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.8117918316979774,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
347,1.0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3320751371690487
348,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-1.9702068044299694,0.481287771858981,0.7107630931786129,-0.3359418279227523
349,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.9621701363535421,-0.47908676070718687,-0.444999501816175,-0.47586769957239783
350,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.4664237578743225,-0.47908676070718687,-0.444999501816175,-0.46499263182760675
351,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.9245755601896509,-0.47908676070718687,-0.444999501816175,0.0333271390559326
352,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.0679369764965814,0.481287771858981,0.7107630931786129,-0.5035783388588141
353,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.2992082657625689
354,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5036595393646418
355,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.09047799623541078,-0.47908676070718687,-0.444999501816175,-0.45967593204126445
356,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.5416129102021049,-0.47908676070718687,0.7107630931786129,0.4199962144262832
357,0.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0.6614135270424127,-0.47908676070718687,-0.444999501816175,-0.39200884385145307
358,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4910115939092776
359,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.4910115939092776
360,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.8117918316979774,0.481287771858981,4.178050878162977,-0.1039403827005419
361,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,-0.015288843907628425,0.481287771858981,-0.444999501816175,-0.1074049376158602
362,0.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1.1877375933368892,-0.47908676070718687,0.7107630931786129,-0.3638941353812749
363,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.43584607005906567,-0.47908676070718687,-0.444999501816175,-0.5070428937741324
364,0.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,0.481287771858981,-0.444999501816175,-0.3436752094301593
365,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.059900308420153925,-0.47908676070718687,-0.444999501816175,-0.5031762030204289
366,1.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2.3155748782536243,0.481287771858981,-0.444999501816175,0.8114986532387632
367,1.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.5035783388588141
368,1.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-0.3160454532187578,-0.47908676070718687,-0.444999501816175,-0.49350947613617013
369,1.0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.39123460554654016,-0.47908676070718687,-0.444999501816175,0.6964646033160838
370,1.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.3160454532187578,0.481287771858981,-0.444999501816175,0.4285358009558374
371,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.8423695195132342,0.481287771858981,-0.444999501816175,-0.5177574938526448
